ID,Metabolite,Metab ID,KEGG Pathway ID,KEGG Pathway Description,Library ID,Adducts,Formula,Retention time,KEGG Compound ID,Mode,KEGG Compound First Category,KEGG Compound Second Category,KEGG Pathway First Category,KEGG Pathway Second Category,HMDB Superclass,HMDB Class,M/Z,RSD,Fragmentation Score,Theoretical Fragmentation Score,Mass Error,CAS ID,HMDB Subclass,leaf_CT1,leaf_CT2,leaf_CT3,leaf_CT4,leaf_CH1,leaf_CH2,leaf_CH3,leaf_CH4,leaf_MT1,leaf_MT2,leaf_MT3,leaf_MT4,leaf_MH1,leaf_MH2,leaf_MH3,leaf_MH4,leaf_ST1,leaf_ST2,leaf_ST3,leaf_ST4,leaf_SH1,leaf_SH2,leaf_SH3,leaf_SH4,Root_CT1,Root_CT2,Root_CT3,Root_CT4,Root_CH1,Root_CH2,Root_CH3,Root_CH4,Root_MT1,Root_MT2,Root_MT3,Root_MT4,Root_MH1,Root_MH2,Root_MH3,Root_MH4,Root_ST1,Root_ST2,Root_ST3,Root_ST4,Root_SH1,Root_SH2,Root_SH3,Root_SH4,QC01,QC02,QC03,QC04,QC05
pos_1161,"3-Ethyl-5-hydroxy-4,5-dimethyl-pyrrolin-2-one",metab_181,-,-,HMDB0253169,"M+CH3OH+H, M+ACN+H",C8H13NO2,6.0766,-,pos,-,-,-,-,Organoheterocyclic compounds,Pyrrolines,197.1284246,0.169747328,0,43.8,-0.190966695,-,Not Available,4.248,3.8572,4.7188,4.6174,4.5134,4.6086,3.7231,4.1777,4.7872,4.3063,4.311,3.5498,4.4435,4.1464,3.762,4.643,4.0996,4.5099,3.8578,4.0026,4.0756,3.4835,4.0384,4.4083,5.4879,5.1965,5.3703,5.5559,5.5497,5.5893,5.6423,5.3636,5.501,5.6073,5.5954,5.598,5.4493,5.4547,5.436,5.3605,5.5904,5.5956,5.5513,5.7076,5.6154,5.528,5.4426,5.6537,4.4152,4.5141,4.4803,4.3707,4.338
pos_1165,N-Docosahexaenoyl Tryptophan,metab_185,-,-,HMDB0242023,"M+NH4, M+Na",C33H42N2O3,6.0141,-,pos,-,-,-,-,Not Available,Not Available,532.3483594,0.071010718,0,32.5,-9.739676783,-,Not Available,4.6212,5.5089,5.6473,5.3052,6.4817,6.3015,6.3362,6.3143,6.0353,6.2256,6.3394,5.0335,6.4034,6.3103,6.3247,6.1584,5.6231,6.1861,6.1399,5.6015,6.0251,6.2448,5.5985,6.3211,4.2806,4.4317,4.6902,4.7537,4.6727,4.2695,4.5773,4.4757,5.1634,5.3826,5.3739,5.1967,5.5694,5.474,5.6578,5.1614,5.4397,5.4187,5.4568,5.5053,5.6136,5.259,5.2215,5.3286,6.1101,6.1468,6.1518,6.0983,6.081
pos_1172,Dodemorph,metab_193,-,-,-,"M+Na, 2M+H",C18H35NO,6.2167,C18786,pos,-,-,-,-,-,-,563.5504473,0.100795333,78.8,0,-0.932492879,1593-77-7,-,5.5205,5.5198,5.5984,5.1004,5.2212,5.2624,5.3212,5.0581,5.6057,5.185,5.5055,5.2814,5.0088,5.4493,5.2684,5.0992,5.3404,4.9189,4.8973,5.242,5.3208,4.8822,4.8009,5.1963,5.8825,5.8185,5.6648,5.7417,5.7585,5.8889,5.6859,5.8688,5.5572,5.8323,5.5912,5.6038,5.7017,5.6935,5.6011,5.6067,5.6525,5.8689,5.7958,5.4693,5.581,5.6129,5.6346,5.3256,5.3979,5.5199,5.4958,5.4815,5.4834
pos_118,L-Methionine S-oxide,metab_201,map00270,Cysteine and methionine metabolism,HMDB0002005,"M+H, M+Na, M+K",C5H11NO3S,0.6451,C02989,pos,-,-,Metabolism,Amino acid metabolism,Organic acids and derivatives,Carboxylic acids and derivatives,166.0532081,0.088273251,77.2,0,-0.196933345,3226-65-1,"Amino acids, peptides, and analogues",5.5223,4.3504,4.9163,4.3692,5.5511,5.9007,5.9287,5.7666,5.0658,5.4298,5.0811,4.6918,5.7328,5.3868,5.0397,2.878,2.8841,4.9003,4.6976,4.1334,4.1997,5.2309,4.1934,5.4006,6.4013,6.6038,6.5536,6.6343,6.3842,6.3786,6.403,6.237,6.3006,6.2727,6.3891,6.2686,6.1464,6.2481,6.3286,6.4128,5.8685,5.8322,5.9752,5.8584,5.5724,5.552,5.6129,5.5062,5.4794,5.5253,5.5579,5.5335,5.5831
pos_1184,"SM(d16:1/20:5(6E,8Z,11Z,14Z,17Z)-OH(5))",metab_206,-,-,HMDB0260462,"M+NH4, M+Na",C41H73N2O7P,6.5874,-,pos,-,-,-,-,Not Available,Not Available,759.5008759,0.135868697,0,47.7,-5.27361515,-,Not Available,3.9352,3.9332,3.9732,3.8945,4.0504,4.038,4.0457,4.0457,4.0166,4.0807,4.0113,3.991,4.0449,4.0012,3.9749,3.9559,3.962,3.9904,3.9996,3.9289,3.8588,3.9419,3.9037,3.9524,3.9995,4.055,4.0352,4.0742,3.9496,3.9884,3.9934,3.9371,4.0233,4.0388,4.0729,4.0392,5.3463,3.9973,5.2926,5.3298,4.0114,4.0051,4.0126,4.0177,5.6059,5.6931,6.0906,5.4458,4.012,4.0095,4.0104,4.1279,3.9954
pos_1185,Lubiprostone,metab_207,-,-,HMDB0015180,"M+H, M+Na",C20H32F2O5,6.6812,C13707,pos,-,-,-,-,Lipids and lipid-like molecules,Fatty Acyls,413.211521,0.08337956,0,61.3,1.331960758,333963-40-9;136790-76-6,Eicosanoids,7.0207,6.936,6.8654,6.8969,6.8085,6.9084,6.8769,6.8264,6.9576,6.8226,6.9884,6.8642,6.8716,6.8147,6.816,6.8665,6.8421,6.8455,6.8632,6.7042,6.7918,6.7569,6.6514,6.8033,7.1687,7.1817,7.1353,7.1344,7.0934,7.172,7.1442,7.2012,7.13,7.0993,7.1291,7.0974,7.0524,7.0429,7.0803,7.1075,7.0721,7.0654,7.0052,7.0382,6.9601,6.8673,6.9603,6.9394,6.9536,6.9464,6.8686,6.9633,6.9262
pos_1189,Geranylcitronellol,metab_211,-,-,HMDB0032147,"M+H, M+NH4",C20H36O,6.3071,-,pos,-,-,-,-,Lipids and lipid-like molecules,Prenol lipids,310.310124,0.09859138,0,42.5,-1.08572132,36237-66-8,Diterpenoids,6.5262,6.4751,6.5984,6.3214,6.2403,6.413,6.4894,6.2594,6.5181,6.3943,6.4772,6.3669,6.2839,6.3876,6.2877,6.3419,6.2991,6.1484,6.21,6.3289,6.3857,6.0657,6.1086,6.1915,6.7537,6.621,6.6754,6.7459,6.7609,6.7771,6.6502,6.7345,6.5794,6.6125,6.5402,6.6301,6.5866,6.5824,6.5264,6.6069,6.5828,6.65,6.7102,6.4328,6.5029,6.4964,6.436,6.3087,6.3755,6.474,6.4454,6.4911,6.4654
pos_1190,Sebacic acid,metab_213,-,-,LMFA01170006;HMDB0000792,"M+H-H2O, M+H",C10H18O4,6.4276,C08277,pos,-,-,-,-,Lipids and lipid-like molecules,Fatty Acyls,185.1171687,0.091843613,85.9,0,-0.257891941,111-20-6,Fatty acids and conjugates,5.7362,5.6377,5.5721,5.6552,5.5447,5.6123,5.621,5.5562,5.6656,5.6364,5.6861,5.6161,5.6393,5.5328,5.5643,5.5836,5.5909,5.5883,5.6512,5.525,5.4933,5.4495,5.4178,5.5042,5.8316,5.7998,5.8041,5.8062,5.8253,5.8526,5.8158,5.8726,5.7865,5.7905,5.8028,5.7577,5.7213,5.7854,5.775,5.799,5.7788,5.7531,5.7263,5.7373,5.6273,5.5973,5.6377,5.6503,5.5955,5.64,5.6293,5.702,5.6618
pos_120,Sucrose,metab_224,map01100;map00500;map01110;map02010;map00052,Metabolic pathways;Starch and sucrose metabolism;Biosynthesis of secondary metabolites;ABC transporters;Galactose metabolism,PW_C000177;HMDB0000258,"M+Na, M+K, M+NH4",C12H22O11,0.6859,C00089,pos,Carbohydrates,Oligosaccharides,Metabolism;Metabolism;Metabolism;Environmental Information Processing;Metabolism,Global and overview maps;Carbohydrate metabolism;Global and overview maps;Membrane transport;Carbohydrate metabolism,Organic oxygen compounds,Organooxygen compounds,381.0790113,0.010402505,85.8,0,-1.047267085,57-50-1,Carbohydrates and carbohydrate conjugates,7.708,7.6203,7.5284,7.3076,7.806,7.7716,7.9078,7.864,7.1017,7.3458,7.3167,7.227,7.3665,7.4354,7.4705,7.4256,7.3156,7.8131,7.4608,7.238,7.854,7.9125,7.3116,7.9291,7.0364,6.8013,7.0712,6.9203,6.8541,7.135,7.224,7.0232,7.1374,7.0747,7.2273,7.243,7.1882,7.1632,7.2804,7.1187,7.3759,7.5659,7.2325,7.4959,7.5501,7.4914,7.3606,7.5171,7.6177,7.6116,7.6062,7.6132,7.608
pos_1202,Calcitroic acid,metab_227,-,-,HMDB0006472,"M+CH3OH+H, M+K",C23H34O4,7.2861,C18230,pos,-,-,-,-,Lipids and lipid-like molecules,Steroids and steroid derivatives,413.2115333,0.061056452,0,49.4,7.122858477,71204-89-2,Vitamin D and derivatives,6.3542,6.2978,6.2678,6.2467,6.1345,6.2457,6.2131,6.1837,6.3268,6.2291,6.2995,6.2135,6.205,6.1677,6.1668,6.2058,6.2143,6.2111,6.2,6.1322,6.1495,6.1698,6.1137,6.136,6.5636,6.5488,6.4883,6.4964,6.5329,6.5492,6.5693,6.5588,6.4744,6.4471,6.4741,6.4766,6.3906,6.4421,6.4141,6.466,6.45,6.3867,6.438,6.3908,6.3211,6.2716,6.3217,6.3256,6.2487,6.3026,6.3078,6.3072,6.3184
pos_121,A-L-Arabinofuranosyl-(1->3)-[a-L-arabinofuranosyl-(1r5)]-L-arabinose,metab_235,-,-,HMDB0041223,"M+NH4, 2M+K, 2M+NH4",C15H26O13,0.7015,-,pos,-,-,-,-,Organic oxygen compounds,Organooxygen compounds,867.2366621,0.109900195,0,66.6,-1.421904826,-,Carbohydrates and carbohydrate conjugates,6.8115,6.8897,6.0544,4.9858,6.5902,6.7431,6.7821,6.8912,6.0241,6.2513,6.5998,6.1043,6.705,6.7611,6.6209,6.6104,6.6512,6.625,6.5419,6.4154,5.4412,5.344,5.6117,5.888,6.3061,6.1631,6.2664,6.2471,6.4167,6.3114,6.4653,6.407,6.1884,6.2547,6.2938,6.2509,6.1332,6.1885,6.2365,6.1193,5.9671,5.9269,5.7919,6.1543,5.4917,5.0779,5.0516,5.4617,6.5339,6.4992,6.4727,6.4115,6.4424
pos_1216,1-Aminocyclohexanecarboxylic acid,metab_242,-,-,HMDB0243822;HMDB0038249,"M+H-2H2O, M+H",C7H13NO2,7.3718,-,pos,-,-,-,-,Organic acids and derivatives,Carboxylic acids and derivatives,144.1018887,0.180407454,44.3,0,-0.114366459,2756-56-1,"Amino acids, peptides, and analogues",6.3665,6.3049,6.3501,6.2535,6.1847,6.2436,6.2275,6.1949,6.3266,6.314,6.333,6.2434,6.2147,6.1473,6.1315,6.1861,6.2212,6.2195,6.2436,6.2209,6.1728,6.1679,6.1963,6.187,6.6875,6.6571,6.6106,6.6104,6.6954,6.6214,6.5956,6.607,6.5426,6.5185,6.4917,6.4907,6.4363,6.4747,6.421,6.4694,6.4536,6.3783,6.4848,6.4289,6.3224,6.3635,6.3425,6.3563,6.4669,6.336,6.3532,6.2834,6.2938
pos_123,Threonylglutamic acid,metab_257,-,-,HMDB0029060,"M+H-H2O, M+H, M+H-2H2O",C9H16N2O6,0.7015,-,pos,-,-,-,-,Organic acids and derivatives,Carboxylic acids and derivatives,249.1079837,0.150640129,0,37.7,-0.519975795,54532-73-9,"Amino acids, peptides, and analogues",4.7286,4.2745,4.3086,4.4534,4.8263,4.4629,4.5093,4.636,4.5146,4.9961,4.6957,4.86,4.9731,5.1851,4.9135,3.8103,3.8164,3.8448,4.1924,3.7833,3.7132,3.961,3.7581,3.8068,5.9174,6.0227,6.0183,6.0902,5.806,5.8613,5.861,5.7135,5.8427,5.833,5.928,5.7676,5.5641,5.6857,5.7917,5.9119,5.5712,5.502,5.6617,5.4672,5.5838,5.4951,5.5198,5.4048,4.821,4.9616,4.8864,4.9304,4.8131
pos_124,N-Acetyl-D-mannosamine,metab_268,map01100;map00520,Metabolic pathways;Amino sugar and nucleotide sugar metabolism,HMDB0001129,"M+H-H2O, M+H, M+H-2H2O",C8H15NO6,0.7015,C00645,pos,Carbohydrates,Monosaccharides,Metabolism;Metabolism,Global and overview maps;Carbohydrate metabolism,Organic oxygen compounds,Organooxygen compounds,204.0866301,0.100096918,63,0,-0.085063081,3615-17-6;7772-94-3,Carbohydrates and carbohydrate conjugates,5.9528,5.6745,5.6007,5.6406,5.3951,5.6547,5.6797,5.5233,5.446,5.7154,5.6819,5.4717,5.6646,5.5513,5.462,5.3605,5.4058,5.5052,5.485,5.2798,5.398,5.4344,5.3452,5.5414,6.2807,6.3471,6.3093,6.373,6.2938,6.2888,6.2436,6.222,6.2193,6.2639,6.2547,6.1809,6.3551,6.3087,6.2898,6.2684,6.1133,6.1249,6.2405,6.1182,6.2041,5.9901,6.1451,6.1139,5.8177,5.7466,5.7457,5.7018,5.7375
pos_125,1-Kestose,metab_279,-,-,HMDB0011729;MJDBOTE0001231,"M+NH4, M+Na, M+K",C18H32O16,0.6785,C03661,pos,-,-,-,-,Organic oxygen compounds,Organooxygen compounds,543.1318608,0.027054484,90.4,0,-0.658997105,470-69-9,Carbohydrates and carbohydrate conjugates,7.5845,7.7476,7.0532,6.752,7.8526,7.816,7.9267,8.1352,6.9226,7.3105,7.7488,7.0856,7.6129,7.8059,7.9712,7.644,7.4941,7.5507,7.6342,7.253,7.4164,7.6186,7.2915,7.7129,7.2847,7.2278,7.2055,7.2277,7.3742,7.3781,7.5048,7.4412,7.2016,7.2385,7.3215,7.2923,7.1385,7.2445,7.3232,7.1955,7.1866,7.1558,7.1006,7.2735,6.7361,6.7237,6.7854,6.8616,7.6413,7.6342,7.6133,7.6166,7.6262
pos_1253,N-(2-Hydroxyethyl)acrylamide,metab_283,-,-,HMDB0254987,"M+ACN+H, M+2Na-H",C5H9NO2,7.2938,-,pos,-,-,-,-,Organic nitrogen compounds,Organonitrogen compounds,157.0971486,0.066328631,0,37.3,-0.047195537,-,Amines,5.4455,5.401,5.4558,5.3065,5.3032,5.3857,5.3726,5.3288,5.4506,5.4491,5.4785,5.3596,5.3458,5.2896,5.2579,5.3256,5.3189,5.3222,5.3755,5.3446,5.2899,5.2979,5.2866,5.2938,5.6864,5.621,5.6171,5.6296,5.7324,5.6603,5.6662,5.6671,5.6107,5.5847,5.5258,5.5876,5.4996,5.569,5.5053,5.5703,5.5664,5.4936,5.5917,5.5114,5.4312,5.462,5.455,5.465,5.3863,5.406,5.4589,5.4281,5.4436
pos_126,1-AMINOCYCLOBUTANE CARBOXYLIC ACID,metab_290,-,-,-,"M+H, M+K, 2M+H",C5H9NO2,0.6859,-,pos,-,-,-,-,-,-,116.0707934,0.027016138,39.6,0,1.637906164,-,-,6.448,6.3462,6.4222,6.3711,6.4224,6.3499,6.2849,6.313,6.5263,6.6007,6.5428,6.5221,6.4716,6.4956,6.5392,6.2567,8.0209,7.9365,7.9829,8.1642,8.1263,8.1491,8.2039,8.0834,7.022,7.068,7.2227,7.159,6.8681,6.8779,6.8652,6.7885,7.8115,7.844,7.5494,7.8287,7.5264,7.4784,7.5586,7.4466,8.1868,8.2227,8.1603,8.2416,8.2477,8.3411,8.2619,8.2423,7.781,7.7788,7.7972,7.7744,7.8006
pos_1262,Glycerol phenylbutyrate,metab_293,-,-,HMDB0252844,"M+H, M+Na",C33H38O6,7.2782,-,pos,-,-,-,-,Lipids and lipid-like molecules,Glycerolipids,531.2692615,0.067851241,0,35.2,-9.153694637,-,Triradylcglycerols,4.762,5.0657,4.9776,4.7267,5.9886,5.3111,5.3277,5.7064,5.0108,4.8193,5.4916,4.3268,5.1338,4.838,5.1035,4.6813,4.4108,4.5467,4.2492,3.7549,4.4583,3.7371,4.4364,3.7476,3.7947,4.184,4.3445,4.6419,3.7448,4.6412,4.7973,3.7324,4.503,4.6041,4.7574,4.7885,4.9239,4.6757,4.8362,4.1047,4.7646,5.1773,5.0122,4.995,5.2218,5.4042,5.335,5.3103,5.0465,5.1151,5.1208,5.1052,5.1155
pos_1266,Ciprostene,metab_297,-,-,HMDB0250270,"M+H, M+CH3OH+H",C22H36O4,6.0063,-,pos,-,-,-,-,Lipids and lipid-like molecules,Fatty Acyls,365.2682832,0.0921577,0,82,-0.968625646,-,Eicosanoids,5.3265,5.689,5.8045,5.5706,5.6351,5.5347,5.5131,5.7305,5.9737,5.9288,6.1345,4.9394,5.6665,5.7537,5.1609,5.4861,5.2742,5.5987,5.5271,5.3295,4.7501,4.7146,5.4917,4.5246,4.9552,5.0347,4.8344,4.9199,4.7724,4.651,4.1183,4.1454,4.564,4.6092,4.8219,4.4868,4.1243,4.0807,4.0525,4.2098,4.1441,3.9951,4.527,4.1301,4.0922,4.1589,3.9884,3.9513,5.1726,5.1872,5.2124,5.2674,5.1802
pos_1282,Cassythicine,metab_315,-,-,HMDB0033354,"M+H-H2O, 2M+K",C19H19NO4,5.9672,C09389,pos,-,-,-,-,Alkaloids and derivatives,Aporphines,308.1278334,0.028482116,0,35.4,-0.881125524,5890-28-8,Not Available,5.7375,4.0557,4.0956,4.017,4.1729,4.1605,4.1682,4.1681,4.1391,4.2032,4.1337,4.1135,4.1674,4.1236,4.0974,4.0784,4.0845,4.1128,4.122,4.0514,3.9813,4.0643,4.0262,4.3234,7.2915,6.5776,7.4043,7.2101,6.4496,6.8194,6.5892,6.6598,6.9803,6.9998,6.9886,7.1532,7.5999,7.5914,7.3587,7.7212,7.189,7.1356,7.0091,7.1642,7.4269,7.2739,7.2004,7.533,6.6713,6.6844,6.6827,6.6862,6.6564
pos_1289,Berberrubine,metab_322,-,-,HMDB0030266,"M+H, M+NH4",C19H16NO4+,5.9204,-,pos,-,-,-,-,Alkaloids and derivatives,Protoberberine alkaloids and derivatives,340.14471,0.016656884,0,51,9.163032785,17388-19-1,Not Available,6.0413,6.0393,6.0793,6.0006,6.1565,6.1441,6.1518,6.1518,6.1227,6.1868,6.1174,6.0971,6.151,6.1073,6.081,6.062,6.0681,6.0965,6.1057,6.035,5.9649,6.0479,6.0098,6.0585,6.2565,6.2495,6.7056,6.487,6.1755,6.4733,6.4957,6.3554,6.5424,6.5264,6.4595,6.6337,7.0667,7.0305,6.9761,7.0601,6.3921,6.3992,6.3757,6.4775,6.7359,6.5442,6.6569,6.4922,6.1181,6.1323,6.1259,6.1137,6.1243
pos_1291,9-Oxo-11-(3-pentyloxiran-2-YL)undec-10-enoic acid,metab_325,-,-,HMDB0246689,"M+NH4, M+Na",C18H30O4,5.9127,-,pos,-,-,-,-,Lipids and lipid-like molecules,Fatty Acyls,333.2033488,0.014777859,0,38.7,-0.906859495,-,Fatty acids and conjugates,6.2847,6.2713,6.1359,6.6689,5.6965,5.8446,5.7411,5.7034,6.1607,6.3237,5.8206,6.0731,5.7983,5.9271,5.9198,6.6338,6.3261,5.9345,5.9767,6.181,6.2299,5.9981,6.3056,6.1859,6.2708,6.4648,6.465,6.4457,6.0123,6.053,6.0132,6.0445,6.392,6.3095,6.3742,6.2853,6.2065,6.1344,6.1473,6.128,6.2356,6.175,6.2713,6.2992,5.9359,6.061,5.9566,5.9187,6.2159,6.2276,6.2139,6.2115,6.2139
pos_1292,Psilostachyin,metab_326,-,-,HMDB0302335,"M+H-H2O, M+H",C15H20O5,5.9049,-,pos,-,-,-,-,Lipids and lipid-like molecules,Prenol lipids,281.1381519,0.028830563,0,48.7,-0.707776978,-,Terpene lactones,5.9973,6.0641,6.0408,5.9175,5.9447,6.0001,6.013,5.9344,6.0385,6.1101,6.0445,5.8834,5.9596,5.9008,5.953,5.9272,5.874,5.9509,5.9717,5.932,5.9654,5.887,5.7784,5.8897,6.2838,6.2714,6.1188,6.1113,6.317,6.1692,6.183,6.2633,6.1273,6.1594,6.1187,6.1611,5.8199,5.9303,5.8746,5.9023,6.1063,6.069,6.1409,6.0327,5.851,5.8981,5.8873,5.9115,5.8819,5.8511,5.8802,5.8722,5.8647
pos_1293,Chavicol,metab_327,map00940,Phenylpropanoid biosynthesis,HMDB0034107,"M+H-H2O, M+H",C9H10O,5.9049,C16930,pos,-,-,Metabolism,Biosynthesis of other secondary metabolites,Benzenoids,Phenols,135.0804265,0.033584899,42.3,0,-0.110999027,501-92-8,1-hydroxy-2-unsubstituted benzenoids,5.9753,6.0322,5.9982,5.9343,5.9242,5.9422,5.9515,5.8873,6.0358,6.0693,6.0006,5.8768,5.9023,5.8459,5.9196,5.8973,5.8693,5.9312,5.9643,5.9137,5.9284,5.8419,5.8155,5.8842,6.2103,6.191,6.0829,6.0731,6.2222,6.0912,6.1155,6.196,6.0839,6.1132,6.0883,6.0894,5.8276,5.9318,5.8821,5.9448,6.0384,6.0443,6.1142,6.0085,5.8654,5.8925,5.8818,5.8945,5.8208,5.8376,5.8559,5.8563,5.8424
pos_130,Deoxycytidine,metab_335,map00240;map01100;map02010,Pyrimidine metabolism;Metabolic pathways;ABC transporters,HMDB0000014;HMDB0250725;PW_C000008,"M+H, M+K, 2M+H",C9H13N3O4,1.2012,C00881,pos,Nucleic acids,Nucleosides,Metabolism;Metabolism;Environmental Information Processing,Nucleotide metabolism;Global and overview maps;Membrane transport,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,455.1880689,0.036386036,79,0,-0.923393122,951-77-9,Pyrimidine 2''-deoxyribonucleosides,6.1801,6.0682,6.3317,6.536,5.7289,5.9915,6.2248,6.0289,6.9533,7.2327,6.8913,6.7707,6.4912,6.5331,6.127,6.0814,6.185,6.4438,6.5849,5.6625,5.8057,6.095,6.0357,6.391,7.0988,7.1732,7.0169,7.1425,6.7877,6.859,6.7745,6.6872,6.6147,6.6416,6.9397,6.5514,6.6261,6.8167,6.4979,6.6498,5.7119,5.692,5.9658,5.9308,5.2363,5.0495,5.3434,5.0993,6.3702,6.3594,6.3296,6.3412,6.3549
pos_1302,5'-Carboxy-gamma-chromanol,metab_338,-,-,HMDB0012799,"M+H-H2O, M+H",C18H26O4,5.8505,-,pos,-,-,-,-,Organoheterocyclic compounds,Benzopyrans,289.179553,0.056023219,0,63.4,-0.875431958,1221262-11-8,1-benzopyrans,6.2081,6.112,6.0025,6.556,5.0424,5.0256,4.598,4.8963,6.0837,6.2038,5.8595,5.8563,5.0528,5.1711,5.2021,5.9985,6.1154,5.8798,5.9456,6.0789,5.8427,5.6937,6.3815,5.9314,6.3122,6.3017,6.356,6.3437,5.5337,5.689,5.6352,5.7212,6.1902,6.0877,6.2323,6.0861,5.8825,5.8243,5.9212,5.9687,5.9998,6.0662,6.1656,6.1088,5.679,5.8331,5.7836,5.694,5.9928,6.0063,6.02,5.9894,5.9539
pos_1325,Hexadecasphingosine,metab_363,-,-,HMDB0242181;LMSP01040008,"M+H-H2O, M+H",C16H33NO2,5.7883,-,pos,-,-,-,-,Organic nitrogen compounds,Organonitrogen compounds,272.2581902,0.079449879,0,39,-0.794490635,-,Amines,5.2376,5.3683,5.3831,5.3672,5.4049,5.3686,5.4852,5.3861,5.3493,5.4315,5.3295,5.2055,5.3093,5.2562,5.2969,5.2274,5.1945,5.2763,5.2801,5.2047,5.2038,5.2283,5.0656,5.3082,5.7758,5.6766,5.5573,5.6102,5.6865,5.6671,5.5608,5.6678,5.4823,5.5207,5.5736,5.4993,5.3701,5.4271,5.461,5.4706,5.3974,5.4443,5.5104,5.5197,5.3756,5.2652,5.3504,5.3531,5.2361,5.2426,5.2466,5.2942,5.1984
pos_1329,Lauryldiethanolamine,metab_367,-,-,-,"M+H-H2O, M+H",C16H35NO2,5.7806,-,pos,-,-,-,-,-,-,274.2737867,0.034796031,71,0,-0.984624363,-,-,7.4412,7.5435,7.5438,7.5031,7.3583,7.5936,7.4412,7.5653,7.5743,7.4437,7.6591,7.3934,7.5676,7.3159,7.3106,7.4574,7.5178,7.7192,7.7178,7.4542,7.3286,7.456,7.2408,7.6706,7.8557,7.6947,7.6055,7.583,7.6905,7.6912,7.6776,7.7659,7.544,7.5815,7.5979,7.5508,7.5161,7.4957,7.4795,7.5135,7.5277,7.4744,7.5289,7.5648,7.401,7.4195,7.3673,7.4437,7.4845,7.4754,7.4653,7.4625,7.4441
pos_1336,Canescein,metab_375,-,-,HMDB0029313,"M+H, M+K",C29H42O11,5.7493,-,pos,-,-,-,-,Organoheterocyclic compounds,Isobenzofurans,567.2773026,0.138684705,0,50.2,-4.743329094,22333-73-9,Not Available,5.4986,5.4774,5.4968,6.1812,3.9345,3.1362,3.7104,3.1439,5.4438,5.1538,4.9582,5.1819,3.8433,3.0994,3.6764,4.9188,5.1659,5.3296,5.2411,4.8424,4.1462,5.0233,5.0023,4.8654,3.0978,3.1532,3.1335,3.1723,3.0479,3.7668,3.896,3.8368,3.1215,3.794,3.7105,3.884,3.8063,3.5753,4.0436,3.7401,3.5857,3.8796,3.67,3.5336,3.5299,3.6434,3.8842,3.8964,4.8741,4.7946,4.8721,4.9114,4.7635
pos_1337,Cytosporone B,metab_376,-,-,HMDB0250727,"M+H-H2O, M+CH3OH+H",C18H26O5,5.7493,-,pos,-,-,-,-,Organic oxygen compounds,Organooxygen compounds,355.2089565,0.060385817,0,47.2,-7.941555733,-,Carbonyl compounds,5.1129,5.2414,5.0511,5.5472,3.7245,3.3261,3.3075,3.8905,5.0328,4.9814,4.6373,4.8954,3.9076,3.9474,3.5799,5.0203,4.7047,4.4473,4.5112,4.4765,4.328,4.4596,5.003,4.6849,5.7369,5.7625,5.9047,5.6771,5.0852,5.3704,5.4208,5.3883,5.7716,5.6585,5.8122,5.6971,5.3162,5.2224,5.2707,5.4726,5.547,5.5199,5.7584,5.6122,4.8555,5.0835,5.1177,4.945,5.2309,5.2219,5.2069,5.1921,5.1635
pos_1343,MG(0:0/5-iso PGF2VI/0:0),metab_382,-,-,HMDB0260537,"M+H-H2O, M+H",C21H36O7,5.7415,-,pos,-,-,-,-,Not Available,Not Available,383.2423259,0.075046289,0,67.5,-1.222503414,-,Not Available,5.9142,5.4897,5.3893,5.7698,3.6847,3.633,3.4218,3.4217,5.1273,5.0072,4.7219,4.8003,3.4211,4.2766,4.2372,5.4952,5.6672,5.2383,5.1581,5.7266,5.3309,5.4026,5.6417,5.769,5.2822,5.2628,5.3781,5.291,4.6129,4.8391,4.8309,4.5477,5.094,5.0818,5.2191,4.9196,4.7037,4.825,4.8613,4.8734,4.8699,5.0748,5.1472,5.0816,4.5865,4.7837,4.4042,4.2905,5.2223,5.2182,5.2343,5.2424,5.1563
pos_1344,19(S)-HETE,metab_383,map00590;map01100,Arachidonic acid metabolism;Metabolic pathways,PW_C006775;HMDB0011136,"M+H-H2O, M+H",C20H32O3,5.7415,C14749,pos,-,-,Metabolism;Metabolism,Lipid metabolism;Global and overview maps,Lipids and lipid-like molecules,Fatty Acyls,321.2421282,0.054033756,0,54.6,-0.915467409,79551-85-2,Eicosanoids,2.7402,2.7382,2.7781,3.7707,6.2535,6.034,6.3332,6.2841,4.1635,5.4597,4.6613,4.4981,5.8363,6.1594,6.1616,5.7866,5.0849,5.454,5.4126,4.9778,5.2464,6.1683,5.1336,6.3391,3.5542,2.8599,2.8401,2.879,3.7397,2.7934,3.4549,2.7422,2.8282,2.8437,2.8777,2.8441,2.8122,3.6951,2.8382,3.3491,2.8163,2.81,2.8175,2.8226,3.7151,3.5979,3.7731,2.7663,5.4638,5.511,5.4727,5.4915,5.4522
